Municipality,SWE
Modum,"[126.80000305175781, 165.40000915527344, 113.0, 75.9000015258789, 129.5, 317.20001220703125, 245.8000030517578, 192.10000610351562, 201.6999969482422, 176.5, 104.4000015258789, 127.5999984741211, 87.30000305175781, 106.80000305175781, 98.30000305175781, 45.0, 183.6999969482422, 299.6000061035156, 105.70000457763672, 113.4000015258789, 103.0, 177.5, 73.20000457763672, 94.80000305175781, 136.0, 163.40000915527344, 165.60000610351562, 152.6999969482422]"
Nedre Eiker,"[207.60000610351562, 191.5, 163.8000030517578, 112.9000015258789, 219.5, 453.6000061035156, 376.20001220703125, 242.40000915527344, 232.10000610351562, 228.6999969482422, 133.60000610351562, 159.5, 96.0, 141.40000915527344, 125.9000015258789, 58.70000076293945, 283.0, 382.1000061035156, 158.3000030517578, 152.8000030517578, 112.5, 196.3000030517578, 118.0, 130.6999969482422, 131.10000610351562, 214.90000915527344, 210.8000030517578, 221.6999969482422]"
Nore og Uvdal,"[173.5, 162.0, 87.70000457763672, 101.0, 106.0, 219.3000030517578, 214.10000610351562, 112.70000457763672, 168.3000030517578, 196.3000030517578, 122.0, 120.70000457763672, 49.20000076293945, 155.40000915527344, 69.70000457763672, 80.5999984741211, 202.0, 260.20001220703125, 112.0999984741211, 134.60000610351562, 109.9000015258789, 175.0, 148.0, 169.8000030517578, 154.8000030517578, 191.90000915527344, 168.5, 337.3999938964844]"
Ringerike,"[105.0999984741211, 144.5, 95.0999984741211, 61.70000076293945, 89.0999984741211, 243.8000030517578, 156.5, 168.3000030517578, 145.90000915527344, 109.5999984741211, 128.10000610351562, 95.80000305175781, 79.4000015258789, 102.0999984741211, 115.30000305175781, 43.20000076293945, 128.10000610351562, 211.40000915527344, 81.30000305175781, 137.3000030517578, 115.0, 175.40000915527344, 64.20000457763672, 79.9000015258789, 123.5999984741211, 154.40000915527344, 149.0, 147.1999969482422]"
Rollag,"[302.3000183105469, 256.0, 158.8000030517578, 164.6999969482422, 159.40000915527344, 344.20001220703125, 394.0, 226.90000915527344, 229.10000610351562, 287.3000183105469, 328.3000183105469, 186.8000030517578, 74.70000457763672, 268.70001220703125, 320.3000183105469, 256.8000183105469, 473.5, 452.3999938964844, 232.5, 250.90000915527344, 195.0, 298.3000183105469, 222.10000610351562, 245.5, 276.3000183105469, 254.40000915527344, 249.1999969482422, 483.0]"
Røyken,"[109.80000305175781, 198.5, 152.40000915527344, 64.0, 191.60000610351562, 427.3999938964844, 345.3999938964844, 264.5, 278.8999938964844, 181.90000915527344, 94.5999984741211, 187.0, 126.0999984741211, 162.8000030517578, 128.10000610351562, 57.79999923706055, 278.70001220703125, 331.70001220703125, 167.3000030517578, 205.0, 111.80000305175781, 199.60000610351562, 91.20000457763672, 164.6999969482422, 209.6999969482422, 245.6999969482422, 321.70001220703125, 313.5]"
Sigdal,"[289.1000061035156, 276.6000061035156, 102.5, 135.5, 157.40000915527344, 314.8000183105469, 328.70001220703125, 190.0, 250.40000915527344, 239.10000610351562, 306.5, 126.30000305175781, 87.20000457763672, 241.60000610351562, 190.3000030517578, 65.0999984741211, 205.60000610351562, 332.1000061035156, 139.10000610351562, 242.60000610351562, 98.0, 191.6999969482422, 112.20000457763672, 166.0, 192.5, 154.3000030517578, 251.5, 360.1000061035156]"
Øvre Eiker,"[44.29999923706055, 102.5999984741211, 119.70000457763672, 36.20000076293945, 145.40000915527344, 301.3000183105469, 247.90000915527344, 194.60000610351562, 163.10000610351562, 150.3000030517578, 70.9000015258789, 118.30000305175781, 76.70000457763672, 75.5999984741211, 39.79999923706055, 37.60000228881836, 204.0, 237.1999969482422, 85.20000457763672, 73.5, 58.0, 100.5999984741211, 63.70000076293945, 69.5999984741211, 101.5999984741211, 149.1999969482422, 166.90000915527344, 60.29999923706055]"
Ål,"[190.60000610351562, 210.40000915527344, 116.30000305175781, 146.3000030517578, 118.9000015258789, 273.8000183105469, 283.20001220703125, 182.10000610351562, 184.0, 226.1999969482422, 207.3000030517578, 112.20000457763672, 101.0999984741211, 227.0, 182.3000030517578, 106.5, 250.90000915527344, 286.1000061035156, 132.8000030517578, 206.90000915527344, 250.6999969482422, 238.0, 179.90000915527344, 215.0, 227.40000915527344, 237.8000030517578, 180.1999969482422, 351.8999938964844]"
Nesbyen,"[186.60000610351562, 166.1999969482422, 89.80000305175781, 95.30000305175781, 111.0999984741211, 218.60000610351562, 219.90000915527344, 136.0, 147.8000030517578, 153.5, 141.0, 91.20000457763672, 52.79999923706055, 160.0, 112.4000015258789, 52.900001525878906, 155.60000610351562, 245.5, 100.30000305175781, 190.6999969482422, 143.0, 189.5, 110.20000457763672, 150.6999969482422, 152.60000610351562, 173.5, 136.6999969482422, 310.8000183105469]"
Færder,"[40.20000076293945, 82.80000305175781, 97.30000305175781, 18.5, 123.20000457763672, 286.3999938964844, 138.60000610351562, 163.6999969482422, 206.5, 130.0, 17.399999618530273, 141.10000610351562, 41.20000076293945, 22.100000381469727, 23.5, 37.29999923706055, 207.10000610351562, 147.8000030517578, 82.5, 140.6999969482422, 87.0999984741211, 143.40000915527344, 37.79999923706055, 43.20000076293945, 132.6999969482422, 234.90000915527344, 234.6999969482422, 80.0]"
Hof,"[199.1999969482422, 213.3000030517578, 169.0, 78.5, 183.3000030517578, 423.5, 410.3000183105469, 266.20001220703125, 282.8000183105469, 233.60000610351562, 86.0, 202.10000610351562, 121.20000457763672, 168.0, 141.40000915527344, 61.20000076293945, 276.20001220703125, 479.1000061035156, 192.10000610351562, 170.40000915527344, 101.80000305175781, 204.6999969482422, 122.20000457763672, 169.90000915527344, 183.10000610351562, 241.90000915527344, 355.6000061035156, 354.5]"
Holmestrand,"[70.4000015258789, 163.6999969482422, 128.8000030517578, 45.5, 153.1999969482422, 352.6000061035156, 341.5, 280.1000061035156, 261.8999938964844, 178.8000030517578, 89.20000457763672, 201.0, 117.0999984741211, 150.6999969482422, 63.79999923706055, 58.70000076293945, 261.8999938964844, 365.0, 115.20000457763672, 163.40000915527344, 97.80000305175781, 161.6999969482422, 74.5, 139.5, 179.90000915527344, 232.10000610351562, 330.70001220703125, 294.3000183105469]"
Horten,"[48.900001525878906, 76.4000015258789, 80.0, 12.40000057220459, 96.4000015258789, 247.60000610351562, 191.1999969482422, 210.6999969482422, 193.10000610351562, 125.0999984741211, 31.200000762939453, 128.0, 61.900001525878906, 56.900001525878906, 30.5, 30.700000762939453, 153.8000030517578, 163.0, 67.0999984741211, 120.4000015258789, 78.0, 142.40000915527344, 55.900001525878906, 95.80000305175781, 145.3000030517578, 216.0, 266.3999938964844, 178.0]"
Larvik,"[34.70000076293945, 116.9000015258789, 140.1999969482422, 20.5, 119.5, 274.3000183105469, 168.40000915527344, 183.8000030517578, 246.8000030517578, 178.40000915527344, 26.600000381469727, 223.40000915527344, 73.5999984741211, 87.5, 41.900001525878906, 51.900001525878906, 317.20001220703125, 223.10000610351562, 133.40000915527344, 166.90000915527344, 147.0, 224.0, 84.0, 104.9000015258789, 213.60000610351562, 268.8000183105469, 300.5, 167.1999969482422]"
Re,"[122.0999984741211, 206.40000915527344, 168.3000030517578, 67.20000457763672, 183.40000915527344, 426.0, 401.70001220703125, 289.3000183105469, 324.8000183105469, 216.5, 111.0999984741211, 210.90000915527344, 143.1999969482422, 191.0, 105.80000305175781, 71.9000015258789, 342.5, 464.8000183105469, 173.8000030517578, 185.5, 127.5999984741211, 206.40000915527344, 104.0, 202.90000915527344, 217.5, 289.70001220703125, 341.8000183105469, 331.0]"
Sande,"[130.0, 139.60000610351562, 179.90000915527344, 38.400001525878906, 59.70000076293945, 113.20000457763672, 88.20000457763672, 115.70000457763672, 189.8000030517578, 147.1999969482422, 71.5999984741211, 7.200000286102295, 165.6999969482422, 70.5, 30.30000114440918, 123.30000305175781, 64.0999984741211, 121.30000305175781, 178.60000610351562, 108.5, 105.5, 172.5, 52.60000228881836, 39.70000076293945, 188.3000030517578, 177.5, 222.1999969482422, 101.70000457763672]"
Sandefjord,"[32.29999923706055, 85.4000015258789, 105.9000015258789, 17.0, 105.0999984741211, 235.90000915527344, 110.5999984741211, 152.10000610351562, 183.90000915527344, 130.60000610351562, 13.5, 131.1999969482422, 51.0, 31.200000762939453, 32.400001525878906, 41.5, 151.10000610351562, 150.5, 58.400001525878906, 107.0, 71.70000457763672, 119.9000015258789, 33.60000228881836, 45.10000228881836, 114.70000457763672, 159.5, 192.6999969482422, 57.20000076293945]"
Svelvik,"[73.0999984741211, 163.6999969482422, 112.20000457763672, 15.100000381469727, 110.30000305175781, 261.6000061035156, 216.1999969482422, 251.6999969482422, 226.6999969482422, 128.10000610351562, 55.5, 160.90000915527344, 103.70000457763672, 127.30000305175781, 43.400001525878906, 59.400001525878906, 174.3000030517578, 205.8000030517578, 51.20000076293945, 134.40000915527344, 54.0, 112.5999984741211, 37.5, 54.29999923706055, 148.40000915527344, 188.0, 250.0, 167.3000030517578]"
Tønsberg,"[42.10000228881836, 81.0999984741211, 96.0, 16.899999618530273, 129.60000610351562, 297.3000183105469, 140.0, 181.3000030517578, 208.6999969482422, 132.40000915527344, 18.100000381469727, 149.6999969482422, 41.400001525878906, 17.399999618530273, 21.899999618530273, 38.10000228881836, 215.0, 173.10000610351562, 87.30000305175781, 139.40000915527344, 95.5, 150.6999969482422, 48.79999923706055, 44.70000076293945, 140.90000915527344, 246.6999969482422, 246.10000610351562, 105.30000305175781]"
Bamble,"[33.79999923706055, 113.70000457763672, 168.8000030517578, 20.600000381469727, 139.3000030517578, 308.5, 175.3000030517578, 174.40000915527344, 202.40000915527344, 182.8000030517578, 26.100000381469727, 212.90000915527344, 36.5, 28.700000762939453, 39.70000076293945, 27.30000114440918, 142.5, 161.0, 65.5999984741211, 120.30000305175781, 87.70000457763672, 147.90000915527344, 39.79999923706055, 48.79999923706055, 141.90000915527344, 142.90000915527344, 235.60000610351562, 51.79999923706055]"
Bø,"[801.9000244140625, 562.4000244140625, 591.2000122070312, 306.8999938964844, 530.2000122070312, 358.3000183105469, 393.3999938964844, 570.1000366210938, 326.1000061035156, 612.1000366210938, 545.7000122070312, 369.70001220703125, 411.1000061035156, 569.7999877929688, 337.8000183105469, 694.0, 460.5, 436.3999938964844, 472.0, 389.20001220703125, 718.0, 426.3999938964844, 450.5, 605.0, 387.20001220703125, 567.7999877929688, 314.3000183105469, 507.8000183105469]"
Drangedal,"[170.5, 153.6999969482422, 164.90000915527344, 29.399999618530273, 121.9000015258789, 279.1000061035156, 309.3999938964844, 213.8000030517578, 219.3000030517578, 220.90000915527344, 43.29999923706055, 211.0, 70.9000015258789, 92.70000457763672, 94.70000457763672, 37.70000076293945, 196.90000915527344, 285.6000061035156, 130.3000030517578, 135.6999969482422, 69.0999984741211, 116.70000457763672, 50.400001525878906, 105.30000305175781, 188.10000610351562, 164.60000610351562, 234.3000030517578, 180.1999969482422]"
Fyresdal,"[259.1000061035156, 251.6999969482422, 108.80000305175781, 63.20000076293945, 136.6999969482422, 326.5, 336.70001220703125, 195.60000610351562, 231.90000915527344, 258.0, 44.29999923706055, 172.60000610351562, 55.29999923706055, 104.0999984741211, 120.20000457763672, 72.9000015258789, 174.0, 304.0, 154.90000915527344, 199.10000610351562, 92.5, 248.10000610351562, 52.0, 185.8000030517578, 192.0, 180.5, 201.1999969482422, 284.8000183105469]"
Hjartdal,"[346.6000061035156, 271.8999938964844, 200.90000915527344, 165.8000030517578, 194.5, 371.1000061035156, 472.70001220703125, 265.20001220703125, 353.3999938964844, 378.70001220703125, 334.6000061035156, 223.40000915527344, 106.5, 290.8000183105469, 423.20001220703125, 303.6000061035156, 578.7999877929688, 422.0, 240.3000030517578, 307.70001220703125, 241.10000610351562, 365.1000061035156, 423.8000183105469, 260.70001220703125, 334.20001220703125, 287.6000061035156, 180.3000030517578, 562.7000122070312]"
Kragerø,"[49.70000076293945, 134.8000030517578, 219.3000030517578, 33.400001525878906, 220.5, 470.3000183105469, 229.60000610351562, 233.1999969482422, 259.70001220703125, 276.3999938964844, 36.0, 285.20001220703125, 43.79999923706055, 15.0, 10.100000381469727, 26.30000114440918, 303.3000183105469, 259.1000061035156, 126.4000015258789, 164.5, 70.70000457763672, 121.4000015258789, 74.5, 109.4000015258789, 207.8000030517578, 147.10000610351562, 279.6000061035156, 62.20000076293945]"
Kviteseid,"[189.40000915527344, 183.6999969482422, 138.0, 90.9000015258789, 179.3000030517578, 307.0, 330.8999938964844, 204.5, 227.5, 321.70001220703125, 86.0999984741211, 95.80000305175781, 49.29999923706055, 62.5, 67.0999984741211, 60.29999923706055, 155.60000610351562, 277.70001220703125, 93.5, 130.6999969482422, 52.70000076293945, 113.0999984741211, 37.5, 83.30000305175781, 114.4000015258789, 115.0999984741211, 130.10000610351562, 113.9000015258789]"
Nissedal,"[254.1999969482422, 221.3000030517578, 121.0, 43.60000228881836, 126.5, 282.70001220703125, 372.8999938964844, 190.6999969482422, 223.8000030517578, 221.40000915527344, 64.5, 149.10000610351562, 48.0, 132.60000610351562, 151.3000030517578, 64.0999984741211, 147.0, 294.20001220703125, 140.90000915527344, 157.90000915527344, 63.900001525878906, 160.6999969482422, 47.0, 157.5, 129.40000915527344, 134.0, 207.0, 236.40000915527344]"
Nome,"[235.3000030517578, 184.1999969482422, 158.10000610351562, 88.0, 130.3000030517578, 304.20001220703125, 321.3999938964844, 253.3000030517578, 226.10000610351562, 241.10000610351562, 167.10000610351562, 245.0, 101.9000015258789, 197.3000030517578, 157.60000610351562, 69.20000457763672, 230.60000610351562, 368.6000061035156, 154.90000915527344, 161.0, 57.5, 118.0, 51.400001525878906, 132.5, 226.90000915527344, 198.60000610351562, 268.8999938964844, 219.90000915527344]"
Notodden,"[111.0999984741211, 149.10000610351562, 93.0, 28.899999618530273, 92.5, 235.6999969482422, 208.3000030517578, 157.90000915527344, 109.70000457763672, 153.6999969482422, 67.20000457763672, 94.9000015258789, 83.70000457763672, 83.0999984741211, 29.700000762939453, 40.29999923706055, 111.5999984741211, 215.40000915527344, 81.9000015258789, 94.0999984741211, 35.900001525878906, 82.4000015258789, 35.29999923706055, 46.70000076293945, 100.30000305175781, 123.5, 150.5, 93.0]"
Porsgrunn,"[53.10000228881836, 106.5999984741211, 176.8000030517578, 17.100000381469727, 126.5, 248.90000915527344, 219.60000610351562, 167.5, 166.8000030517578, 157.6999969482422, 13.300000190734863, 151.6999969482422, 46.60000228881836, 31.80000114440918, 41.79999923706055, 33.70000076293945, 121.5, 253.1999969482422, 63.400001525878906, 91.70000457763672, 54.79999923706055, 91.5999984741211, 68.70000457763672, 54.900001525878906, 140.8000030517578, 161.10000610351562, 217.1999969482422, 61.79999923706055]"
Sauherad,"[152.5, 128.0, 84.30000305175781, 38.10000228881836, 81.0, 185.3000030517578, 221.60000610351562, 164.1999969482422, 124.70000457763672, 147.5, 58.0, 118.70000457763672, 72.0, 95.5, 74.80000305175781, 44.79999923706055, 106.70000457763672, 219.1999969482422, 70.80000305175781, 75.5, 35.70000076293945, 68.80000305175781, 48.20000076293945, 55.10000228881836, 115.5999984741211, 127.20000457763672, 161.10000610351562, 97.80000305175781]"
Seljord,"[208.90000915527344, 203.60000610351562, 164.90000915527344, 119.20000457763672, 198.1999969482422, 371.3999938964844, 350.8000183105469, 223.40000915527344, 277.5, 359.20001220703125, 115.9000015258789, 121.9000015258789, 57.60000228881836, 86.0, 110.4000015258789, 67.5999984741211, 215.8000030517578, 312.6000061035156, 137.3000030517578, 150.3000030517578, 57.79999923706055, 124.0999984741211, 37.70000076293945, 111.0999984741211, 84.0999984741211, 101.0999984741211, 92.9000015258789, 97.20000457763672]"
Siljan,"[326.8000183105469, 311.8999938964844, 161.1999969482422, 93.5999984741211, 171.90000915527344, 339.6000061035156, 433.20001220703125, 263.20001220703125, 260.3999938964844, 269.5, 303.6000061035156, 181.1999969482422, 113.5999984741211, 317.8999938964844, 290.5, 78.30000305175781, 231.90000915527344, 352.20001220703125, 179.0, 184.5, 141.60000610351562, 286.0, 304.3000183105469, 166.60000610351562, 223.3000030517578, 283.0, 329.3999938964844, 475.8999938964844]"
Skien,"[109.80000305175781, 133.40000915527344, 146.5, 17.5, 127.30000305175781, 234.1999969482422, 223.3000030517578, 176.1999969482422, 155.0, 148.1999969482422, 20.5, 125.80000305175781, 76.30000305175781, 95.70000457763672, 56.70000076293945, 39.10000228881836, 125.5999984741211, 179.90000915527344, 75.20000457763672, 77.70000457763672, 43.60000228881836, 69.70000457763672, 51.20000076293945, 66.5999984741211, 117.80000305175781, 123.0999984741211, 247.40000915527344, 121.4000015258789]"
Tinn,"[480.20001220703125, 478.1000061035156, 298.8000183105469, 250.6999969482422, 514.9000244140625, 400.1000061035156, 658.2000122070312, 537.7000122070312, 413.8999938964844, 317.6000061035156, 504.8000183105469, 433.5, 330.3000183105469, 365.20001220703125, 461.3999938964844, 316.0, 584.7999877929688, 503.8000183105469, 284.20001220703125, 290.6000061035156, 314.1000061035156, 410.1000061035156, 627.7999877929688, 276.6000061035156, 412.1000061035156, 289.8999938964844, 424.5, 556.7000122070312]"
Tokke,"[182.60000610351562, 205.40000915527344, 85.0999984741211, 89.4000015258789, 82.0999984741211, 211.6999969482422, 288.0, 144.8000030517578, 154.90000915527344, 209.60000610351562, 109.80000305175781, 92.9000015258789, 62.0, 122.5, 112.0999984741211, 54.400001525878906, 150.10000610351562, 245.5, 101.4000015258789, 162.3000030517578, 117.80000305175781, 276.3999938964844, 248.5, 218.3000030517578, 211.0, 242.3000030517578, 171.10000610351562, 347.5]"
Vinje,"[348.1000061035156, 437.70001220703125, 249.0, 244.60000610351562, 295.1000061035156, 347.0, 597.0, 302.3000183105469, 268.8000183105469, 340.0, 407.20001220703125, 172.60000610351562, 131.3000030517578, 423.1000061035156, 374.8999938964844, 277.1000061035156, 343.6000061035156, 433.3000183105469, 272.5, 295.3999938964844, 312.1000061035156, 409.1000061035156, 534.9000244140625, 315.3999938964844, 321.8999938964844, 331.6000061035156, 207.1999969482422, 496.1000061035156]"
Midt-Telemark,"[187.8000030517578, 202.5, 153.6999969482422, 99.80000305175781, 116.4000015258789, 267.8000183105469, 282.70001220703125, 220.6999969482422, 190.0, 216.8000030517578, 142.0, 195.1999969482422, 100.5999984741211, 159.40000915527344, 119.0999984741211, 69.5, 189.10000610351562, 310.5, 133.60000610351562, 120.9000015258789, 48.20000076293945, 117.70000457763672, 67.9000015258789, 96.0999984741211, 163.5, 157.6999969482422, 215.6999969482422, 172.3000030517578]"
Arendal,"[72.5, 87.0999984741211, 141.90000915527344, 24.200000762939453, 226.60000610351562, 452.8000183105469, 94.0999984741211, 194.6999969482422, 105.5, 376.8999938964844, 36.900001525878906, 145.1999969482422, 34.20000076293945, 8.699999809265137, 3.5, 26.899999618530273, 284.8000183105469, 133.1999969482422, 107.0999984741211, 192.60000610351562, 72.0999984741211, 137.5, 45.79999923706055, 48.5, 120.70000457763672, 74.5999984741211, 171.10000610351562, 32.0]"
Birkenes,"[154.6999969482422, 244.60000610351562, 113.4000015258789, 41.29999923706055, 187.1999969482422, 418.0, 339.8999938964844, 293.6000061035156, 261.1000061035156, 477.8000183105469, 35.10000228881836, 252.3000030517578, 108.9000015258789, 143.0, 139.90000915527344, 58.79999923706055, 338.70001220703125, 442.0, 219.10000610351562, 232.8000030517578, 78.0999984741211, 189.8000030517578, 85.20000457763672, 253.8000030517578, 209.60000610351562, 209.60000610351562, 277.70001220703125, 377.3999938964844]"
Bygland,"[122.5, 248.60000610351562, 83.70000457763672, 35.400001525878906, 180.3000030517578, 370.6000061035156, 362.6000061035156, 189.8000030517578, 261.6000061035156, 247.0, 33.79999923706055, 177.3000030517578, 59.29999923706055, 89.5, 84.0, 83.5999984741211, 192.90000915527344, 189.40000915527344, 161.1999969482422, 165.1999969482422, 72.5, 119.5, 58.29999923706055, 162.5, 155.1999969482422, 143.90000915527344, 168.90000915527344, 139.60000610351562]"
Bykle,"[444.3999938964844, 776.6000366210938, 285.20001220703125, 328.1000061035156, 440.70001220703125, 436.70001220703125, 950.5, 425.5, 270.1000061035156, 407.8000183105469, 502.1000061035156, 122.20000457763672, 297.3999938964844, 549.1000366210938, 544.2000122070312, 512.4000244140625, 256.0, 275.6000061035156, 280.5, 366.0, 662.7999877929688, 458.0, 864.0, 402.3000183105469, 275.0, 452.3999938964844, 269.0, 406.8000183105469]"
Evje og Hornnes,"[91.4000015258789, 154.5, 61.0, 32.70000076293945, 149.0, 335.3000183105469, 196.60000610351562, 181.1999969482422, 169.40000915527344, 266.3000183105469, 29.700000762939453, 199.5, 79.9000015258789, 92.20000457763672, 54.60000228881836, 67.80000305175781, 226.40000915527344, 190.0, 184.90000915527344, 222.40000915527344, 81.9000015258789, 120.20000457763672, 67.9000015258789, 101.0, 125.5, 142.60000610351562, 190.90000915527344, 150.8000030517578]"
Froland,"[94.4000015258789, 134.40000915527344, 201.60000610351562, 29.200000762939453, 259.3999938964844, 533.4000244140625, 175.5, 293.70001220703125, 279.1000061035156, 467.20001220703125, 47.29999923706055, 362.3999938964844, 71.80000305175781, 99.4000015258789, 42.60000228881836, 42.400001525878906, 351.1000061035156, 377.8999938964844, 229.10000610351562, 283.8000183105469, 88.4000015258789, 164.6999969482422, 125.0999984741211, 181.0, 200.0, 167.1999969482422, 332.5, 237.8000030517578]"
Gjerstad,"[209.60000610351562, 213.10000610351562, 197.0, 36.20000076293945, 242.1999969482422, 501.1000061035156, 476.6000061035156, 294.8000183105469, 342.0, 362.8000183105469, 67.0999984741211, 274.8999938964844, 84.20000457763672, 126.70000457763672, 120.0999984741211, 71.5, 200.5, 412.20001220703125, 212.60000610351562, 184.0, 71.0, 180.90000915527344, 83.5999984741211, 150.8000030517578, 229.8000030517578, 168.8000030517578, 309.6000061035156, 327.3000183105469]"
Grimstad,"[53.29999923706055, 56.60000228881836, 84.30000305175781, 18.0, 170.1999969482422, 314.70001220703125, 70.4000015258789, 171.90000915527344, 89.30000305175781, 330.6000061035156, 41.60000228881836, 98.4000015258789, 24.200000762939453, 2.700000047683716, 5.200000286102295, 52.20000076293945, 273.8000183105469, 114.20000457763672, 128.5, 96.0, 67.0999984741211, 127.20000457763672, 50.79999923706055, 68.4000015258789, 111.0, 114.30000305175781, 214.6999969482422, 26.899999618530273]"
Iveland,"[111.30000305175781, 260.6000061035156, 83.20000457763672, 64.0999984741211, 185.0, 408.70001220703125, 375.0, 331.3000183105469, 262.3000183105469, 441.5, 40.0, 286.5, 113.80000305175781, 191.3000030517578, 138.8000030517578, 110.0999984741211, 303.3999938964844, 439.20001220703125, 254.1999969482422, 260.20001220703125, 104.4000015258789, 187.0, 98.0999984741211, 237.6999969482422, 209.1999969482422, 242.6999969482422, 286.3000183105469, 323.20001220703125]"
Lillesand,"[80.80000305175781, 80.9000015258789, 53.29999923706055, 11.0, 151.3000030517578, 316.0, 67.30000305175781, 158.5, 98.20000457763672, 360.3000183105469, 36.70000076293945, 81.30000305175781, 18.0, 9.600000381469727, 4.800000190734863, 35.5, 316.8999938964844, 111.4000015258789, 146.6999969482422, 79.0999984741211, 60.5, 110.0999984741211, 37.10000228881836, 66.5, 87.5999984741211, 87.80000305175781, 173.3000030517578, 29.100000381469727]"
Risør,"[41.60000228881836, 77.0999984741211, 150.90000915527344, 26.0, 177.6999969482422, 362.5, 147.3000030517578, 206.6999969482422, 140.40000915527344, 274.6000061035156, 44.60000228881836, 241.5, 30.0, 21.0, 10.100000381469727, 31.30000114440918, 274.1000061035156, 173.3000030517578, 107.30000305175781, 194.10000610351562, 76.4000015258789, 116.4000015258789, 75.9000015258789, 88.0999984741211, 178.90000915527344, 121.30000305175781, 257.8000183105469, 54.400001525878906]"
Tvedestrand,"[52.10000228881836, 67.5, 121.9000015258789, 23.30000114440918, 183.6999969482422, 356.1000061035156, 116.20000457763672, 243.8000030517578, 237.5, 361.6000061035156, 21.80000114440918, 251.5, 34.900001525878906, 48.10000228881836, 32.70000076293945, 43.60000228881836, 240.60000610351562, 239.40000915527344, 147.0, 186.40000915527344, 70.20000457763672, 115.9000015258789, 78.9000015258789, 93.80000305175781, 146.90000915527344, 124.70000457763672, 206.0, 91.0999984741211]"
Valle,"[247.40000915527344, 402.8999938964844, 116.0, 39.20000076293945, 139.0, 244.0, 461.1000061035156, 262.3000183105469, 234.0, 191.5, 62.70000076293945, 117.20000457763672, 142.90000915527344, 200.5, 132.3000030517578, 206.10000610351562, 152.6999969482422, 193.10000610351562, 176.1999969482422, 168.1999969482422, 196.60000610351562, 233.5, 264.0, 230.10000610351562, 200.6999969482422, 265.1000061035156, 229.90000915527344, 223.0]"
Vegårshei,"[235.40000915527344, 229.10000610351562, 195.3000030517578, 41.0, 219.1999969482422, 485.5, 448.3000183105469, 322.1000061035156, 357.20001220703125, 395.0, 90.5, 320.5, 92.30000305175781, 177.1999969482422, 219.60000610351562, 78.20000457763672, 274.3999938964844, 513.2000122070312, 263.70001220703125, 250.5, 90.4000015258789, 235.6999969482422, 139.40000915527344, 247.5, 338.0, 226.10000610351562, 378.1000061035156, 405.20001220703125]"
Åmli,"[257.6000061035156, 209.60000610351562, 138.0, 37.10000228881836, 165.60000610351562, 341.1000061035156, 368.3000183105469, 213.6999969482422, 260.6000061035156, 289.20001220703125, 126.0, 243.5, 60.79999923706055, 80.20000457763672, 167.5, 72.0, 247.10000610351562, 410.3999938964844, 198.5, 217.3000030517578, 72.0999984741211, 184.8000030517578, 67.5999984741211, 186.90000915527344, 221.60000610351562, 160.1999969482422, 242.3000030517578, 313.0]"
Audnedal,"[90.30000305175781, 90.0, 117.5, 51.900001525878906, 175.3000030517578, 392.0, 118.0999984741211, 208.0, 150.90000915527344, 293.5, 50.20000076293945, 161.5, 92.80000305175781, 92.9000015258789, 12.699999809265137, 69.30000305175781, 256.3000183105469, 91.0, 193.90000915527344, 180.10000610351562, 78.30000305175781, 132.10000610351562, 75.0999984741211, 117.9000015258789, 138.40000915527344, 95.20000457763672, 207.90000915527344, 69.5]"
Farsund,"[30.200000762939453, 23.700000762939453, 19.0, 4.800000190734863, 109.80000305175781, 218.10000610351562, 42.5, 86.5999984741211, 30.5, 221.3000030517578, 23.5, 20.5, 7.099999904632568, 7.800000190734863, 0.6000000238418579, 33.900001525878906, 23.399999618530273, 36.70000076293945, 46.10000228881836, 25.100000381469727, 28.200000762939453, 36.79999923706055, 12.100000381469727, 10.0, 42.400001525878906, 29.100000381469727, 42.60000228881836, 13.300000190734863]"
Flekkefjord,"[58.79999923706055, 41.79999923706055, 55.400001525878906, 57.5, 150.6999969482422, 320.0, 58.900001525878906, 147.5, 79.5, 244.0, 39.70000076293945, 18.399999618530273, 47.0, 13.199999809265137, 24.600000381469727, 65.80000305175781, 32.400001525878906, 38.70000076293945, 69.20000457763672, 80.5999984741211, 67.5, 93.70000457763672, 12.300000190734863, 17.600000381469727, 92.9000015258789, 82.5, 109.0999984741211, 30.700000762939453]"
Hægebostad,"[441.8999938964844, 758.4000244140625, 226.60000610351562, 159.10000610351562, 353.6000061035156, 581.7999877929688, 608.7000122070312, 516.7000122070312, 346.6000061035156, 361.6000061035156, 133.1999969482422, 231.60000610351562, 312.0, 540.7000122070312, 308.3000183105469, 244.60000610351562, 412.3000183105469, 495.5, 437.8000183105469, 301.0, 299.8999938964844, 331.20001220703125, 234.3000030517578, 423.3000183105469, 323.20001220703125, 342.8999938964844, 405.1000061035156, 353.20001220703125]"
Kristiansand,"[45.79999923706055, 21.899999618530273, 42.5, 10.199999809265137, 248.6999969482422, 417.1000061035156, 91.5, 134.1999969482422, 105.0, 336.20001220703125, 48.5, 53.400001525878906, 14.40000057220459, 12.5, 6.5, 62.79999923706055, 297.8999938964844, 91.80000305175781, 175.5, 115.4000015258789, 73.20000457763672, 131.90000915527344, 33.79999923706055, 61.10000228881836, 47.900001525878906, 39.400001525878906, 129.5, 29.30000114440918]"
